N_used,Exposure,ATE,95%CI_low,95%CI_high
7393,ILLYR_bin,0.12536321820868346,-0.07462392800414622,0.3253503644215131
7393,PNRNMYR_bin,0.07856716433091268,-1.2634298805218,1.4205642091836252
7393,STMNMYR_bin,0.17619070277297252,-1.8165740587467887,2.168955464292733
7373,ANY_CANNA_EVER,0.15003436445688662,-0.03921824048902289,0.3392869694027961
