Exposure,Group,Threshold,Level,N_group,TPR,TPR_lo,TPR_hi,FPR,FPR_lo,FPR_hi,PPV,PPV_lo,PPV_hi,TP,FP,TN,FN,flag_sparse
PNRNMYR_bin,NEWRACE2,0.2642,1.0,3528,0.7563452072067123,0.7022767110837459,0.8045818178648209,0.6171453661026867,0.5803577070885955,0.6525918443304014,0.35245567302076086,0.31353195307475257,0.39876432610280266,884.912856608495,1625.7939480919376,1008.5836838085218,285.0725524041445,0
PNRNMYR_bin,NEWRACE2,0.2642,2.0,1026,0.1857964795343683,0.08322007796438649,0.30603877185477585,0.10695930710454683,0.0674607075047222,0.15760716090694513,0.2845614024961587,0.12367851862163184,0.44701614545644947,40.13568267749977,100.90833216580481,842.5189851706142,175.88392532629746,0
PNRNMYR_bin,NEWRACE2,0.2642,3.0,122,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.15389411165706,5.65597124099345,0
PNRNMYR_bin,NEWRACE2,0.2642,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.979112780280435,3.410682536712047,1
PNRNMYR_bin,NEWRACE2,0.2642,5.0,391,0.1725040985170377,0.006885066135799969,0.42954939378110923,0.026036783230418047,0.004691362279831041,0.05438621958054455,0.564583201467014,0.05491562463834086,0.8832791728609817,14.385181114338389,11.094112419298298,414.9997072787263,69.0051918565253,0
PNRNMYR_bin,NEWRACE2,0.2642,6.0,443,0.8926902847030437,0.8117904203610556,0.9528924111347894,0.7981036659441867,0.7222027739996248,0.864212978257507,0.36502601397741746,0.26309643496289115,0.47741972553123246,91.21087480034272,158.66412398806014,40.13727332209319,10.964399607045177,0
PNRNMYR_bin,NEWRACE2,0.2642,7.0,1963,0.4510983308836287,0.34843547805664965,0.5510904953772588,0.2625219659448239,0.21764447399333348,0.3093234504435486,0.3587869850292073,0.26791372440524874,0.43670820387871734,219.65211435227639,392.55547264922944,1102.768818544505,267.2752345519268,0
PNRNMYR_bin,NEWRACE2_collapsed,0.2642,1.0,3528,0.7563452072067123,0.7022767110837459,0.8045818178648209,0.6171453661026867,0.5803577070885955,0.6525918443304014,0.35245567302076086,0.31353195307475257,0.39876432610280266,884.912856608495,1625.7939480919376,1008.5836838085218,285.0725524041445,0
PNRNMYR_bin,NEWRACE2_collapsed,0.2642,2.0,1026,0.1857964795343683,0.08322007796438649,0.30603877185477585,0.10695930710454683,0.0674607075047222,0.15760716090694513,0.2845614024961587,0.12367851862163184,0.44701614545644947,40.13568267749977,100.90833216580481,842.5189851706142,175.88392532629746,0
PNRNMYR_bin,NEWRACE2_collapsed,0.2642,3.0,122,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.15389411165706,5.65597124099345,0
PNRNMYR_bin,NEWRACE2_collapsed,0.2642,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.979112780280435,3.410682536712047,1
PNRNMYR_bin,NEWRACE2_collapsed,0.2642,5.0,2797,0.4836454387851342,0.39651247770623765,0.562651098493819,0.2652148548210781,0.22406322469261772,0.30382308114751005,0.36645126142060674,0.29520277179389814,0.4389074376568692,325.2481702669575,562.3137090565879,1557.9057991453244,347.2448260154973,0
PNRNMYR_bin,YEAR,0.2642,2021.0,2545,0.6717467666027841,0.5928303406863148,0.739652128942237,0.4867752243554988,0.4451351068080488,0.5277291994556105,0.3572815618399109,0.30516953755425946,0.4066558643402267,845.4996445672194,1520.9802829529895,1603.6246822376715,413.1586573449037,0
PNRNMYR_bin,YEAR,0.2642,2022.0,2535,0.6231462043165891,0.5606694933149036,0.6928332421861846,0.34938350148575514,0.3138509722426412,0.3920886469952029,0.38120786891643027,0.3251623609217709,0.4300014126358952,334.15684735583653,542.4169975274431,1010.0804593381846,202.0846398603294,0
PNRNMYR_bin,YEAR,0.2642,2023.0,2428,0.259073402344428,0.21436534221224343,0.31474974322013716,0.20850945656115194,0.18238789849374404,0.24325845640517016,0.2384408074148927,0.1904151329573424,0.2905909773512132,70.64021762989636,225.6187088338976,856.4363334405416,202.02466031841163,0
STMNMYR_bin,IRPREG,0.2642,0.0,7200,0.6137003442092793,0.572371373077752,0.662727986625384,0.40708135095752035,0.3794956386827509,0.4345699831010712,0.35410593449598915,0.32285095649525775,0.39337113908578814,1235.927243346769,2254.3481882296765,3283.483950056908,777.9664345836163,0
STMNMYR_bin,IRPREG,0.2642,1.0,193,0.4545131108752369,0.13031694615982106,0.7434595319148897,0.2605293159205382,0.15461536333940434,0.40141319424405203,0.3273630300847455,0.07800236848401065,0.5734708133817952,18.893180124560875,38.82005682730243,110.18450601867917,22.674773961909963,0
STMNMYR_bin,NEWRACE2,0.2642,1.0,3528,0.7656463558919983,0.7129026048507874,0.8126757315261524,0.6157786929237093,0.577528754570996,0.6516082259723757,0.3557581779777199,0.31647795189467126,0.4022740798572658,895.7950648573365,1622.1936148391214,1012.184017061338,274.19034415530297,0
STMNMYR_bin,NEWRACE2,0.2642,2.0,1026,0.1857964795343683,0.08322007796438649,0.30603877185477585,0.10637131160441232,0.06671733705309538,0.15575147271486714,0.28568501158570236,0.12491291506786285,0.44880625736447366,40.13568267749977,100.35360114850701,843.0737161879119,175.88392532629746,0
STMNMYR_bin,NEWRACE2,0.2642,3.0,122,0.0,0.0,0.0,0.02954881558851221,0.0,0.12669397496451634,0.0,0.0,0.0,0.0,1.0978535655004642,36.056040546156595,5.65597124099345,0
STMNMYR_bin,NEWRACE2,0.2642,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.979112780280435,3.410682536712047,1
STMNMYR_bin,NEWRACE2,0.2642,5.0,391,0.024553051411229626,0.0,0.06858806251431909,0.026036783230418047,0.004691362279831041,0.05438621958054455,0.1558020356386287,0.0,0.5496566415622612,2.0474881147552297,11.094112419298298,414.9997072787263,81.34288485610847,0
STMNMYR_bin,NEWRACE2,0.2642,6.0,443,0.8925037604393138,0.811358492108043,0.9523678127906527,0.7961922097422072,0.7201205480053886,0.8629918192982967,0.36553351183110205,0.26349502623427273,0.4780261409903167,91.19181663251248,158.28412382420947,40.517273485943875,10.983457774875417,0
STMNMYR_bin,NEWRACE2,0.2642,7.0,1963,0.4832838194117899,0.386403003790265,0.5766862504633876,0.29454701343375483,0.24751949916658889,0.34076174529462916,0.34823240128680594,0.26118424325241735,0.42723939535929856,235.32410895448055,440.44330408606083,1054.8809871076737,251.60323994972268,0
STMNMYR_bin,NEWRACE2_collapsed,0.2642,1.0,3528,0.7656463558919983,0.7129026048507874,0.8126757315261524,0.6157786929237093,0.577528754570996,0.6516082259723757,0.3557581779777199,0.31647795189467126,0.4022740798572658,895.7950648573365,1622.1936148391214,1012.184017061338,274.19034415530297,0
STMNMYR_bin,NEWRACE2_collapsed,0.2642,2.0,1026,0.1857964795343683,0.08322007796438649,0.30603877185477585,0.10637131160441232,0.06671733705309538,0.15575147271486714,0.28568501158570236,0.12491291506786285,0.44880625736447366,40.13568267749977,100.35360114850701,843.0737161879119,175.88392532629746,0
STMNMYR_bin,NEWRACE2_collapsed,0.2642,3.0,122,0.0,0.0,0.0,0.02954881558851221,0.0,0.12669397496451634,0.0,0.0,0.0,0.0,1.0978535655004642,36.056040546156595,5.65597124099345,0
STMNMYR_bin,NEWRACE2_collapsed,0.2642,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.979112780280435,3.410682536712047,1
STMNMYR_bin,NEWRACE2_collapsed,0.2642,5.0,2797,0.4885752201406538,0.40169824613444677,0.5674929548767559,0.2876218891348368,0.2442720543085739,0.33040157980017903,0.35013712900045396,0.2902529231823605,0.4170074239498549,328.56341370174823,609.8215403295686,1510.3979678723438,343.92958258070655,0
STMNMYR_bin,YEAR,0.2642,2021.0,2545,0.6785166792808627,0.603181301590572,0.7475265679926687,0.5019414280480189,0.457319754625106,0.5425589952955526,0.352553010740341,0.30295721546404564,0.4000401920121216,854.0206513627033,1568.3686783137307,1556.2362868769303,404.63765054941996,0
STMNMYR_bin,YEAR,0.2642,2022.0,2535,0.6235450446641249,0.5630113537214185,0.6944920728842563,0.34658352878519855,0.3115798012163996,0.3881037570940742,0.38325893737331374,0.3253730953337769,0.43305873419352725,334.3707220969609,538.0700470305358,1014.4274098350918,201.87076511920498,0
STMNMYR_bin,YEAR,0.2642,2023.0,2428,0.279107409614186,0.2286648580002836,0.3325586767932922,0.20981177081456656,0.18280542364450864,0.24344367413629084,0.25105604522180985,0.2002841495033177,0.3112658972152725,76.10278777692044,227.02788453843078,855.0271577360085,196.56209017138758,0
ALCMON_bin,IRPREG,0.2623,0.0,7180,0.6028933985477942,0.5553199427395525,0.6471363860570948,0.40971927054611723,0.3850233316980962,0.43419123350868466,0.34632968713303053,0.31052806469705996,0.38335428040769415,1197.0795445558363,2259.3944137277913,3255.0994755057595,788.4780141092185,0
ALCMON_bin,IRPREG,0.2623,1.0,193,0.4545131108752369,0.11713112459889007,0.7293501438787345,0.27480552728892543,0.15618269254717712,0.42088452218180183,0.3157258631827458,0.06330122398026884,0.5516585997945868,18.893180124560875,40.947277461345806,108.0572853846358,22.674773961909963,0
ALCMON_bin,NEWRACE2,0.2623,1.0,3522,0.7776206610161929,0.7297007556489634,0.8224141596000631,0.6432293327359794,0.6091428407823993,0.6737678271632985,0.348974897675857,0.3057222301101873,0.39546432350712263,908.1927205965051,1694.2658706803772,939.7338312203561,259.7195612218316,0
ALCMON_bin,NEWRACE2,0.2623,2.0,1024,0.18710109588885865,0.08709791889881023,0.31558634180879896,0.1360178423804713,0.08595794918284326,0.1957135477184589,0.2415588974894615,0.11688282898505675,0.41360562230220327,40.41750539099212,126.90195918288231,806.0782804823679,175.60210261280508,0
ALCMON_bin,NEWRACE2,0.2623,3.0,121,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.15389411165707,5.5931445465851946,0
ALCMON_bin,NEWRACE2,0.2623,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.979112780280435,3.410682536712047,1
ALCMON_bin,NEWRACE2,0.2623,5.0,388,0.17260929067928094,0.013078145523067557,0.4297298179201641,0.038750136681839645,0.01701417314078531,0.06845807269072975,0.4709630151377656,0.04401334615674214,0.7570842583830711,14.38881217552768,16.16308194999867,400.94723904594093,68.97177704248267,0
ALCMON_bin,NEWRACE2,0.2623,6.0,442,0.9019112451075804,0.820937160330363,0.9556116032291564,0.8303173569115276,0.7476058906323209,0.8888072509608886,0.35743193445259763,0.24186099093583188,0.46308304746910206,91.8201002369092,165.068250764885,33.733146545268326,9.986037268291618,0
ALCMON_bin,NEWRACE2,0.2623,7.0,1956,0.3705816666768909,0.28578575849388094,0.44989526369533767,0.2269285989666293,0.18266405431540936,0.2749730777148575,0.33545269836273023,0.2560349474438019,0.4274097470088575,170.88488023621846,338.53084684026487,1153.2637016734157,290.2412239464056,0
ALCMON_bin,NEWRACE2_collapsed,0.2623,1.0,3522,0.7776206610161929,0.7297007556489634,0.8224141596000631,0.6432293327359794,0.6091428407823993,0.6737678271632985,0.348974897675857,0.3057222301101873,0.39546432350712263,908.1927205965051,1694.2658706803772,939.7338312203561,259.7195612218316,0
ALCMON_bin,NEWRACE2_collapsed,0.2623,2.0,1024,0.18710109588885865,0.08709791889881023,0.31558634180879896,0.1360178423804713,0.08595794918284326,0.1957135477184589,0.2415588974894615,0.11688282898505675,0.41360562230220327,40.41750539099212,126.90195918288231,806.0782804823679,175.60210261280508,0
ALCMON_bin,NEWRACE2_collapsed,0.2623,3.0,121,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.15389411165707,5.5931445465851946,0
ALCMON_bin,NEWRACE2_collapsed,0.2623,4.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,23.979112780280435,3.410682536712047,1
ALCMON_bin,NEWRACE2_collapsed,0.2623,5.0,2786,0.4287434107234092,0.3516259919149105,0.5078725924623142,0.246600860725909,0.2106695466126787,0.29071551815050084,0.3477338469112783,0.2802514847750506,0.41357811234170644,277.0937926486554,519.7621795551486,1587.944087264625,369.1990382571799,0
ALCMON_bin,YEAR,0.2623,2021.0,2526,0.6501298013214064,0.5825080719059321,0.7173038500105369,0.48885292091799903,0.4449037452308796,0.5297945143814702,0.34565386617420873,0.29500057507179733,0.3923392932087056,800.8500568849083,1516.0632927296501,1585.2034234079774,430.9809640237763,0
ALCMON_bin,YEAR,0.2623,2022.0,2534,0.6201999821490578,0.557067197049768,0.6870304671641699,0.3531449914985753,0.3210043999105724,0.38476670723495066,0.3769087148289864,0.32545709052655486,0.4283376674671984,331.6411793359589,548.2567012063719,1004.2407556592557,203.0914696183147,0
ALCMON_bin,YEAR,0.2623,2023.0,2428,0.34185841284977136,0.2875956572822633,0.396346169962037,0.2556339600811452,0.22605118728714538,0.2892154234896849,0.25204715054120835,0.20628034966050576,0.2997494400793167,93.21278241528519,276.61001548238596,805.4450267920535,179.45209553302283,0
